0.000000000000000000e+00,0.000000000000000000e+00,1.195143377631049589e+03,1.195143377631049589e+03
1.000000000000000000e+00,0.000000000000000000e+00,8.884516499878914146e+02,8.884516499878914146e+02
0.000000000000000000e+00,0.000000000000000000e+00,9.516760475564743729e+02,9.516760475564743729e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.028568147072989177e+03,1.028568147072989177e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.021575376632995358e+03,2.553938441582488304e+04
1.000000000000000000e+00,0.000000000000000000e+00,7.923679466158828291e+02,7.923679466158828291e+02
0.000000000000000000e+00,0.000000000000000000e+00,8.209929926209721316e+02,8.209929926209721316e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.041748301647819517e+03,1.041748301647819517e+03
1.000000000000000000e+00,0.000000000000000000e+00,1.123373046086450813e+03,1.123373046086450813e+03
0.000000000000000000e+00,0.000000000000000000e+00,9.980965491841224093e+02,9.980965491841224093e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.281807076095785533e+03,1.281807076095785533e+03
0.000000000000000000e+00,0.000000000000000000e+00,8.633205710263047195e+02,8.633205710263047195e+02
0.000000000000000000e+00,0.000000000000000000e+00,8.269783421768225935e+02,8.269783421768225935e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.111311945049855694e+03,1.111311945049855694e+03
0.000000000000000000e+00,0.000000000000000000e+00,9.754019226334694395e+02,9.754019226334694395e+02
0.000000000000000000e+00,0.000000000000000000e+00,9.498355483384547142e+02,9.498355483384547142e+02
0.000000000000000000e+00,0.000000000000000000e+00,8.850166209318629171e+02,8.850166209318629171e+02
0.000000000000000000e+00,0.000000000000000000e+00,8.493850820148011280e+02,8.493850820148011280e+02
0.000000000000000000e+00,0.000000000000000000e+00,9.362328321531185793e+02,9.362328321531185793e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.069125662206022525e+03,1.069125662206022525e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.109992361894782562e+03,1.109992361894782562e+03
0.000000000000000000e+00,0.000000000000000000e+00,8.112549739059503509e+02,8.112549739059503509e+02
0.000000000000000000e+00,0.000000000000000000e+00,9.303101145939195931e+02,9.303101145939195931e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.175976061605639643e+03,1.175976061605639643e+03
0.000000000000000000e+00,0.000000000000000000e+00,8.477504935296010444e+02,8.477504935296010444e+02
0.000000000000000000e+00,0.000000000000000000e+00,8.965740694755404547e+02,8.965740694755404547e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.099867446692813928e+03,1.099867446692813928e+03
1.000000000000000000e+00,0.000000000000000000e+00,1.089934949360977726e+03,1.089934949360977726e+03
0.000000000000000000e+00,0.000000000000000000e+00,8.856440086089620536e+02,8.856440086089620536e+02
1.000000000000000000e+00,1.000000000000000000e+00,9.910793735034992551e+02,2.477698433758748070e+04
0.000000000000000000e+00,0.000000000000000000e+00,1.008904096374034339e+03,1.008904096374034339e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.024638284094934306e+03,1.024638284094934306e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.097595044621257784e+03,1.097595044621257784e+03
0.000000000000000000e+00,0.000000000000000000e+00,9.154559093551272326e+02,9.154559093551272326e+02
0.000000000000000000e+00,0.000000000000000000e+00,9.319541346881757136e+02,9.319541346881757136e+02
0.000000000000000000e+00,0.000000000000000000e+00,9.459100565167759669e+02,9.459100565167759669e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.095094847220881547e+03,1.095094847220881547e+03
0.000000000000000000e+00,0.000000000000000000e+00,9.843187166145970650e+02,9.843187166145970650e+02
1.000000000000000000e+00,1.000000000000000000e+00,9.378609949982907210e+02,2.344652487495726746e+04
0.000000000000000000e+00,0.000000000000000000e+00,1.040764892424525897e+03,1.040764892424525897e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.036118196413837495e+03,1.036118196413837495e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.109562273781016302e+03,1.109562273781016302e+03
0.000000000000000000e+00,0.000000000000000000e+00,9.395784304159880094e+02,9.395784304159880094e+02
0.000000000000000000e+00,0.000000000000000000e+00,9.967771224828065897e+02,9.967771224828065897e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.071920743750352585e+03,1.071920743750352585e+03
0.000000000000000000e+00,0.000000000000000000e+00,8.646771329575893787e+02,8.646771329575893787e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.016326534712373132e+03,2.540816336780932761e+04
0.000000000000000000e+00,0.000000000000000000e+00,1.041245299955944574e+03,1.041245299955944574e+03
0.000000000000000000e+00,0.000000000000000000e+00,8.725014107410860333e+02,8.725014107410860333e+02
1.000000000000000000e+00,1.000000000000000000e+00,9.829171526086918220e+02,2.457292881521729578e+04
0.000000000000000000e+00,0.000000000000000000e+00,1.029609241775342753e+03,1.029609241775342753e+03
0.000000000000000000e+00,0.000000000000000000e+00,8.961840872805536264e+02,8.961840872805536264e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.051528314099501131e+03,1.051528314099501131e+03
0.000000000000000000e+00,0.000000000000000000e+00,9.344551758703923952e+02,9.344551758703923952e+02
0.000000000000000000e+00,0.000000000000000000e+00,8.863116076006875801e+02,8.863116076006875801e+02
0.000000000000000000e+00,0.000000000000000000e+00,8.760000145330459418e+02,8.760000145330459418e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.073232674516750194e+03,1.073232674516750194e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.061375844345757514e+03,1.061375844345757514e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.106798311137717064e+03,1.106798311137717064e+03
0.000000000000000000e+00,0.000000000000000000e+00,9.790366565496043449e+02,9.790366565496043449e+02
0.000000000000000000e+00,0.000000000000000000e+00,7.221403902364819487e+02,7.221403902364819487e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.090275207900116129e+03,1.090275207900116129e+03
0.000000000000000000e+00,0.000000000000000000e+00,8.487624054597436043e+02,8.487624054597436043e+02
0.000000000000000000e+00,0.000000000000000000e+00,9.141116950679485171e+02,9.141116950679485171e+02
0.000000000000000000e+00,0.000000000000000000e+00,9.977667694744005757e+02,9.977667694744005757e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.038295217699416298e+03,1.038295217699416298e+03
0.000000000000000000e+00,0.000000000000000000e+00,9.912183740020140021e+02,9.912183740020140021e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.004980129089794218e+03,1.004980129089794218e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.118681335809891152e+03,1.118681335809891152e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.167580913455453583e+03,1.167580913455453583e+03
0.000000000000000000e+00,0.000000000000000000e+00,8.742869571532053214e+02,8.742869571532053214e+02
1.000000000000000000e+00,0.000000000000000000e+00,9.054227191796293255e+02,9.054227191796293255e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.051153542477552037e+03,1.051153542477552037e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.059822310027300546e+03,1.059822310027300546e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.071631570417953753e+03,1.071631570417953753e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.180044474660830929e+03,1.180044474660830929e+03
0.000000000000000000e+00,0.000000000000000000e+00,9.312772049718879543e+02,9.312772049718879543e+02
0.000000000000000000e+00,0.000000000000000000e+00,9.321651488422004377e+02,9.321651488422004377e+02
0.000000000000000000e+00,0.000000000000000000e+00,9.612369955011585034e+02,9.612369955011585034e+02
1.000000000000000000e+00,0.000000000000000000e+00,9.582398193225038767e+02,9.582398193225038767e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.033322498752957017e+03,1.033322498752957017e+03
0.000000000000000000e+00,0.000000000000000000e+00,9.835528942756222932e+02,9.835528942756222932e+02
0.000000000000000000e+00,0.000000000000000000e+00,8.084252201105268796e+02,8.084252201105268796e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.049939280485188874e+03,2.624848201212972344e+04
0.000000000000000000e+00,0.000000000000000000e+00,9.973011244766341861e+02,9.973011244766341861e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.113197370011884232e+03,1.113197370011884232e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.110021626614322713e+03,1.110021626614322713e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.225800059374023249e+03,1.225800059374023249e+03
0.000000000000000000e+00,0.000000000000000000e+00,9.914405331645673414e+02,9.914405331645673414e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.008917718504612139e+03,1.008917718504612139e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.125092490778864203e+03,1.125092490778864203e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.053685334863055687e+03,1.053685334863055687e+03
0.000000000000000000e+00,0.000000000000000000e+00,8.200103196766888232e+02,8.200103196766888232e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.028232499870919810e+03,1.028232499870919810e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.006155318154925908e+03,1.006155318154925908e+03
0.000000000000000000e+00,0.000000000000000000e+00,9.525505013342681195e+02,9.525505013342681195e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.049313652872536750e+03,1.049313652872536750e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.086009357657818100e+03,1.086009357657818100e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.097284886845648089e+03,1.097284886845648089e+03
0.000000000000000000e+00,0.000000000000000000e+00,9.238713393424333162e+02,9.238713393424333162e+02
